5.587363193626515567e-05,7.325729238800704479e-04,6.979989702813327312e-04,3.169937990605831146e-04
5.913446657359600067e-04,6.043213070370256901e-04,6.012124940752983093e-04,6.973297568038105965e-04
9.744553244672715664e-04,2.608973009046167135e-04,5.946754245087504387e-04,1.251970679732039571e-04
8.392230956815183163e-04,5.395958432927727699e-04,5.530418711714446545e-04,3.985592920798808336e-04
3.989499527961015701e-04,2.509260084480047226e-04,6.551246624439954758e-04,5.558612756431102753e-04
3.376789682079106569e-04,1.993429032154381275e-04,4.916345351375639439e-04,2.067525201709941030e-04
4.415811854414641857e-04,9.416798711754381657e-04,6.893349927850067616e-04,2.119409909937530756e-04
1.600121613591909409e-04,4.922221414744853973e-04,3.873298410326242447e-04,1.081447044271044433e-04
6.870670476928353310e-04,2.343784435652196407e-04,8.572393562644720078e-04,8.813181921141222119e-05
2.601738960947841406e-04,3.919287792086834088e-06,4.025214584544301033e-04,3.605437814258038998e-05
5.861531244590878487e-04,1.999361556954681873e-04,5.983765586279332638e-04,7.976247579790651798e-04
9.606849635019898415e-04,2.896482765208929777e-04,9.165792143903672695e-04,3.410088247619569302e-04
7.408929523080587387e-04,2.416568604530766606e-04,1.372177357552573085e-04,8.754158625379204750e-04
6.215223111212253571e-04,3.398587286937981844e-04,7.749211508780717850e-04,9.824701119214296341e-04
9.378239628858864307e-04,6.973484414629638195e-04,1.399943139404058456e-04,3.999339824076741934e-04
3.825693856924772263e-04,4.392474074847996235e-04,9.863424347713589668e-04,1.538623473607003689e-04
6.141578778624534607e-04,6.465511978603899479e-04,7.166566792875528336e-04,3.873448877129703760e-04
1.839051838032901287e-04,1.125883354688994586e-04,2.325277164345607162e-04,4.565559793263673782e-04
6.638800841756165028e-04,7.102588424459099770e-04,6.938073056517168880e-05,6.793694337829947472e-04
3.257261996623128653e-04,5.939158727414906025e-04,5.640927120111882687e-04,3.384717274457216263e-04
5.146164330653846264e-04,7.616459624841809273e-04,2.144230165868066251e-05,4.497531335800886154e-05
2.814826730173081160e-04,6.177050527185201645e-04,1.651488710194826126e-04,4.145308048464357853e-04
1.802146580303087831e-04,3.780090628424659371e-05,2.823777031153440475e-04,4.091826558578759432e-04
1.921955845318734646e-04,6.856586696812883019e-05,7.882309728302061558e-04,2.425072743790224195e-04
5.900599644519388676e-04,5.105369491502642632e-04,1.721799635561183095e-04,7.108217687346041203e-04
1.166009042208315805e-05,6.830323254689574242e-04,3.751137992367148399e-04,4.755174086312763393e-05
8.732893184060230851e-05,1.611967891221866012e-04,9.914971888065338135e-04,1.197582387248985469e-04
8.668768568895757198e-04,3.068590303882956505e-04,1.928174315253272653e-04,2.881342952605336905e-04
8.316942839883267879e-04,8.502160781063139439e-04,6.635542376898229122e-04,5.833603790961205959e-04
3.681140078697353601e-04,1.974407932721078396e-04,6.271965103223919868e-04,6.738986703567206860e-04
9.157701861113309860e-04,5.235297139734029770e-04,2.998865966219455004e-05,4.832015547435730696e-04
4.453975998330861330e-04,6.122827762737870216e-04,2.833440885297022760e-05,8.733282447792589664e-04
9.673818130977451801e-04,8.845324045978486538e-04,3.599846968427300453e-04,2.734042936936020851e-04
2.439467643853276968e-04,2.001637913053855300e-04,2.433834451949223876e-04,8.474756614305078983e-04
