7.852109847590327263e-04,9.539761813357472420e-04,5.435452330857515335e-04,5.036243819631636143e-04
5.397467757575213909e-04,1.858847826952114701e-04,6.086741341277956963e-04,8.098412072286009789e-04
5.876591894775629044e-04,2.315735182492062449e-04,1.536235213279724121e-04,8.206625352613627911e-04
6.832939689047634602e-04,5.730495904572308064e-04,3.979171451646834612e-04,1.631736959097906947e-04
2.237435255665332079e-04,1.093413957278244197e-04,7.567351531179156154e-06,6.863920716568827629e-04
2.985643513966351748e-04,6.895983242429792881e-04,6.867672200314700603e-04,6.385702290572226048e-04
8.970249909907579422e-04,8.592947851866483688e-04,7.178603118518367410e-05,7.013952708803117275e-04
8.306385716423392296e-04,2.862028777599334717e-04,2.780307841021567583e-04,9.222585358656942844e-04
7.092976593412458897e-04,6.322482950054109097e-04,6.928543007234111428e-05,9.308025473728775978e-04
7.136698695831000805e-05,9.195462334901094437e-04,7.830117247067391872e-04,1.299536670558154583e-04
4.360144375823438168e-04,2.089663321385160089e-04,6.520245224237442017e-04,6.180367781780660152e-04
9.312861948274075985e-04,5.659485468640923500e-04,7.469363627023994923e-04,5.581661825999617577e-04
8.601000299677252769e-04,5.093968356959521770e-04,9.669466526247560978e-04,1.851342240115627646e-04
1.606579171493649483e-04,9.951137471944093704e-04,5.810766015201807022e-04,1.590541651239618659e-04
6.030891672708094120e-04,3.109893295913934708e-04,5.046264850534498692e-04,7.795694982632994652e-04
5.103533621877431870e-04,5.585018079727888107e-04,4.047420225106179714e-04,5.515188968274742365e-05
8.748057007323950529e-05,6.750069442205131054e-04,3.025626647286117077e-04,2.311756688868626952e-04
4.710709908977150917e-04,9.010204666992649436e-05,6.585613009519875050e-04,2.331464929739013314e-04
7.794965058565139771e-04,3.262807731516659260e-04,3.245003244956023991e-05,5.597281269729137421e-04
6.259877118282020092e-04,2.537191030569374561e-04,2.059016151179093868e-05,2.616968777147121727e-05
1.373795967083424330e-04,2.523166949686128646e-05,9.211596916429698467e-04,2.408171712886542082e-04
